cohortId,cohortName
3130,First_diagnosis_of__Accidental_poisoning_by_drugs__medicines_and_biologicals
3131,First_diagnosis_of__Accidental_poisoning_by_drugs_primarily_affecting_skin__mucous_membrane__ophthalmological__otorhinolaryngological_and_dental_drugs
3132,First_diagnosis_of__Accidental_poisoning_by_freon
3133,First_diagnosis_of__Accidental_poisoning_by_fungicide
3134,First_diagnosis_of__Accidental_poisoning_by_fusel_oil
3135,First_diagnosis_of__Accidental_poisoning_by_gas_distributed_by_pipeline
3136,First_diagnosis_of__Accidental_poisoning_by_gaseous_anesthetic
3137,First_diagnosis_of__Accidental_poisoning_by_gaseous_substance
3138,First_diagnosis_of__Accidental_poisoning_by_glues_and_adhesives
3139,First_diagnosis_of__Accidental_poisoning_by_hallucinogens
3140,First_diagnosis_of__Accidental_poisoning_by_halogenated_hydrocarbon_derivative
3141,First_diagnosis_of__Accidental_poisoning_by_herbicides
3142,First_diagnosis_of__Accidental_poisoning_by_heroin
3143,First_diagnosis_of__Accidental_poisoning_by_hormones_and_synthetic_substitutes
3144,First_diagnosis_of__Accidental_poisoning_by_household_agents
3145,First_diagnosis_of__Accidental_poisoning_by_hydantoin_derivative
3146,First_diagnosis_of__Accidental_poisoning_by_insecticides_of_organochlorine_compounds
3147,First_diagnosis_of__Accidental_poisoning_by_insecticides_of_organophosphorus_compounds
3148,First_diagnosis_of__Accidental_poisoning_by_intravenous_anesthetics
3149,First_diagnosis_of__Accidental_poisoning_by_isopropyl_alcohol
3150,First_diagnosis_of__Accidental_poisoning_by_lacquers
3151,First_diagnosis_of__Accidental_poisoning_by_lead_and_its_compounds_and_fumes
3152,First_diagnosis_of__Accidental_poisoning_by_lead_compound
3153,First_diagnosis_of__Accidental_poisoning_by_lead_paints
3154,First_diagnosis_of__Accidental_poisoning_by_liquefied_petroleum_gas_distributed_in_mobile_containers
3155,First_diagnosis_of__Accidental_poisoning_by_local_anesthetic
3156,First_diagnosis_of__Accidental_poisoning_by_manganese_and_its_compounds
3157,First_diagnosis_of__Accidental_poisoning_by_metal
3158,First_diagnosis_of__Accidental_poisoning_by_methadone
3159,First_diagnosis_of__Accidental_poisoning_by_methyl_alcohol
3160,First_diagnosis_of__Accidental_poisoning_by_mixture_of_insecticide
3161,First_diagnosis_of__Accidental_poisoning_by_monoamine_oxidase_inhibitors
3162,First_diagnosis_of__Accidental_poisoning_by_motor_vehicle_exhaust_gas
3163,First_diagnosis_of__Accidental_poisoning_by_nitrogen_oxides
3164,First_diagnosis_of__Accidental_poisoning_by_ophthalmological_drug
3165,First_diagnosis_of__Accidental_poisoning_by_opiate_agonist
3166,First_diagnosis_of__Accidental_poisoning_by_opium
3167,First_diagnosis_of__Accidental_poisoning_by_otorhinolaryngological_drug
3168,First_diagnosis_of__Accidental_poisoning_by_petroleum_fuels_and_cleaners
3169,First_diagnosis_of__Accidental_poisoning_by_petroleum_products
3170,First_diagnosis_of__Accidental_poisoning_by_petroleum_solid
3171,First_diagnosis_of__Accidental_poisoning_by_petroleum_solvent
3172,First_diagnosis_of__Accidental_poisoning_by_phenothiazine_based_tranquilizer
3173,First_diagnosis_of__Accidental_poisoning_by_phosphine
3174,First_diagnosis_of__Accidental_poisoning_by_polishes
3175,First_diagnosis_of__Accidental_poisoning_by_psychostimulants
3176,First_diagnosis_of__Accidental_poisoning_by_psychotropic_agent
3177,First_diagnosis_of__Accidental_poisoning_by_rodenticides
3178,First_diagnosis_of__Accidental_poisoning_by_salicylates
3179,First_diagnosis_of__Accidental_poisoning_by_sedative
3180,First_diagnosis_of__Accidental_poisoning_by_soap_products
3181,First_diagnosis_of__Accidental_poisoning_by_sulfur_dioxide
3182,First_diagnosis_of__Accidental_poisoning_by_synthetic_detergents_and_shampoos
3183,First_diagnosis_of__Accidental_poisoning_by_tear_gas
3184,First_diagnosis_of__Accidental_poisoning_by_thallium
3185,First_diagnosis_of__Accidental_poisoning_by_therapeutic_gases
3186,First_diagnosis_of__Accidental_poisoning_by_tranquilizers
3187,First_diagnosis_of__Accidental_poisoning_caused_by_methylenedioxymethamphetamine
3188,First_diagnosis_of__Accidental_poisoning_from_berries_and_seeds
3189,First_diagnosis_of__Accidental_poisoning_from_berries
3190,First_diagnosis_of__Accidental_poisoning_from_foodstuffs_and_poisonous_plants
3191,First_diagnosis_of__Accidental_poisoning_from_meat
3192,First_diagnosis_of__Accidental_poisoning_from_mushrooms_and_other_fungi
3193,First_diagnosis_of__Accidental_poisoning_from_mushrooms
3194,First_diagnosis_of__Accidental_poisoning_from_seeds
3195,First_diagnosis_of__Accidental_poisoning_from_shellfish
3196,First_diagnosis_of__Accidental_poisoning_with_ethyl_alcohol
3197,First_diagnosis_of__Accidental_poisoning
3198,First_diagnosis_of__Accidental_rifampin_poisoning
3199,First_diagnosis_of__Accidental_tetracycline_poisoning
3200,First_diagnosis_of__Accidental_tricyclic_antidepressant_poisoning
3201,First_diagnosis_of__Accidental_wound_during_procedure
3202,First_diagnosis_of__Accidental_wound
3203,First_diagnosis_of__Accommodative_esotropia
3204,First_diagnosis_of__Accommodative_excess
3205,First_diagnosis_of__Accretion_on_teeth
3206,First_diagnosis_of__Acculturation_difficulty
3207,First_diagnosis_of__Acetonuria
3208,First_diagnosis_of__Achalasia_of_esophagus
3209,First_diagnosis_of__Achalasia
3210,First_diagnosis_of__Achilles_bursitis
3211,First_diagnosis_of__Achilles_tendinitis
3212,First_diagnosis_of__Achlorhydria
3213,First_diagnosis_of__Achondrogenesis
3214,First_diagnosis_of__Achondroplasia
3215,First_diagnosis_of__Achromatopsia
3216,First_diagnosis_of__Acid_chemical_burn_of_conjunctival_sac
3217,First_diagnosis_of__Acid_chemical_burn_of_cornea_and_conjunctival_sac
3218,First_diagnosis_of__Acid_chemical_burn_of_cornea_AND_OR_conjunctival_sac
3219,First_diagnosis_of__Acid_chemical_burn_of_cornea
3220,First_diagnosis_of__Acidemia
3221,First_diagnosis_of__Acidifying_agent_poisoning
3222,First_diagnosis_of__Acidosis_due_to_type_1_diabetes_mellitus
3223,First_diagnosis_of__Acidosis_due_to_type_2_diabetes_mellitus
3224,First_diagnosis_of__Acidosis
3225,First_diagnosis_of__Acne_conglobata
3226,First_diagnosis_of__Acne_keloid
3227,First_diagnosis_of__Acne_varioliformis
3228,First_diagnosis_of__Acne
3229,First_diagnosis_of__Acontractile_detrusor
3230,First_diagnosis_of__Acoustic_neuritis
3231,First_diagnosis_of__Acquired_abnormality_of_cardiac_ventricle
3232,First_diagnosis_of__Acquired_abnormality_of_cervix_uteri
3233,First_diagnosis_of__Acquired_abnormality_of_ear_ossicles
3234,First_diagnosis_of__Acquired_absence_of_all_teeth
3235,First_diagnosis_of__Acquired_absence_of_breast
3236,First_diagnosis_of__Acquired_absence_of_cervix_and_uterus
3237,First_diagnosis_of__Acquired_absence_of_female_genital_organ
3238,First_diagnosis_of__Acquired_absence_of_genital_organ
3239,First_diagnosis_of__Acquired_absence_of_multiple_teeth
3240,First_diagnosis_of__Acquired_absence_of_organ
3241,First_diagnosis_of__Acquired_absence_of_spleen
3242,First_diagnosis_of__Acquired_absence_of_teeth
3243,First_diagnosis_of__Acquired_absence_of_uterus
3244,First_diagnosis_of__Acquired_acantholytic_dermatosis
3245,First_diagnosis_of__Acquired_acanthosis_nigricans
3246,First_diagnosis_of__Acquired_adduction_deformity_of_foot
3247,First_diagnosis_of__Acquired_anomaly_of_ear
3248,First_diagnosis_of__Acquired_anomaly_of_external_ear
3249,First_diagnosis_of__Acquired_anomaly_of_mouth
3250,First_diagnosis_of__Acquired_anophthalmos
3251,First_diagnosis_of__Acquired_aplastic_anemia
3252,First_diagnosis_of__Acquired_arteriovenous_fistula
3253,First_diagnosis_of__Acquired_atrophy_of_fallopian_tube
3254,First_diagnosis_of__Acquired_atrophy_of_ovary_and_fallopian_tube
3255,First_diagnosis_of__Acquired_atrophy_of_ovary
3256,First_diagnosis_of__Acquired_auditory_processing_disorder
3257,First_diagnosis_of__Acquired_buried_penis
3258,First_diagnosis_of__Acquired_cardiac_septal_defect
3259,First_diagnosis_of__Acquired_cavovarus_deformity_of_foot
3260,First_diagnosis_of__Acquired_cavus_deformity_of_foot
3261,First_diagnosis_of__Acquired_claw_hand
3262,First_diagnosis_of__Acquired_claw_toes
3263,First_diagnosis_of__Acquired_clubhand
3264,First_diagnosis_of__Acquired_coagulation_disorder
3265,First_diagnosis_of__Acquired_coagulation_factor_deficiency
3266,First_diagnosis_of__Acquired_color_vision_deficiency
3267,First_diagnosis_of__Acquired_coxa_valga
3268,First_diagnosis_of__Acquired_coxa_vara
3269,First_diagnosis_of__Acquired_cubitus_valgus
3270,First_diagnosis_of__Acquired_cubitus_varus
3271,First_diagnosis_of__Acquired_curvature_of_spine
3272,First_diagnosis_of__Acquired_deformity_of_ankle_AND_OR_foot
3273,First_diagnosis_of__Acquired_deformity_of_ankle
3274,First_diagnosis_of__Acquired_deformity_of_calcaneus
3275,First_diagnosis_of__Acquired_deformity_of_chest_wall
3276,First_diagnosis_of__Acquired_deformity_of_elbow
3277,First_diagnosis_of__Acquired_deformity_of_finger_joint
3278,First_diagnosis_of__Acquired_deformity_of_finger
3279,First_diagnosis_of__Acquired_deformity_of_foot
3280,First_diagnosis_of__Acquired_deformity_of_hand
3281,First_diagnosis_of__Acquired_deformity_of_head
3282,First_diagnosis_of__Acquired_deformity_of_hip
3283,First_diagnosis_of__Acquired_deformity_of_joint_of_big_toe
3284,First_diagnosis_of__Acquired_deformity_of_joint_of_foot
3285,First_diagnosis_of__Acquired_deformity_of_joint_of_lesser_toe
3286,First_diagnosis_of__Acquired_deformity_of_joint_of_lower_limb
3287,First_diagnosis_of__Acquired_deformity_of_joint_of_upper_limb
3288,First_diagnosis_of__Acquired_deformity_of_knee_joint
3289,First_diagnosis_of__Acquired_deformity_of_knee
3290,First_diagnosis_of__Acquired_deformity_of_lesser_toe
3291,First_diagnosis_of__Acquired_deformity_of_limb
3292,First_diagnosis_of__Acquired_deformity_of_lower_leg
3293,First_diagnosis_of__Acquired_deformity_of_lower_limb
3294,First_diagnosis_of__Acquired_deformity_of_neck
3295,First_diagnosis_of__Acquired_deformity_of_nose
3296,First_diagnosis_of__Acquired_deformity_of_pelvis
3297,First_diagnosis_of__Acquired_deformity_of_pinna
3298,First_diagnosis_of__Acquired_deformity_of_rib
3299,First_diagnosis_of__Acquired_deformity_of_shoulder
3300,First_diagnosis_of__Acquired_deformity_of_spine
3301,First_diagnosis_of__Acquired_deformity_of_the_wrist___hand
3302,First_diagnosis_of__Acquired_deformity_of_thoracic_structure
3303,First_diagnosis_of__Acquired_deformity_of_toe
3304,First_diagnosis_of__Acquired_deformity_of_trunk
3305,First_diagnosis_of__Acquired_deformity_of_upper_arm
3306,First_diagnosis_of__Acquired_deformity_of_upper_limb
3307,First_diagnosis_of__Acquired_deformity_of_wrist
3308,First_diagnosis_of__Acquired_disorder_of_keratinization
3309,First_diagnosis_of__Acquired_disorder_of_skin_color
3310,First_diagnosis_of__Acquired_disseminated_toxoplasmosis
3311,First_diagnosis_of__Acquired_diverticulum_of_esophagus
3312,First_diagnosis_of__Acquired_dorsiflexion_deformity_of_foot
3313,First_diagnosis_of__Acquired_dysphasia
3314,First_diagnosis_of__Acquired_epidermolysis_bullosa
3315,First_diagnosis_of__Acquired_equinovarus___clubfoot
3316,First_diagnosis_of__Acquired_equinus_deformity_of_foot
3317,First_diagnosis_of__Acquired_fixed_flexion_deformity_of_elbow
3318,First_diagnosis_of__Acquired_fixed_flexion_deformity_of_hip
3319,First_diagnosis_of__Acquired_fixed_flexion_deformity_of_joint_of_lower_limb
3320,First_diagnosis_of__Acquired_fixed_flexion_deformity_of_joint_of_upper_limb
3321,First_diagnosis_of__Acquired_fixed_flexion_deformity_of_shoulder
3322,First_diagnosis_of__Acquired_fixed_flexion_deformity_of_wrist
3323,First_diagnosis_of__Acquired_forearm_deformity
3324,First_diagnosis_of__Acquired_genu_recurvatum
3325,First_diagnosis_of__Acquired_genu_valgum
3326,First_diagnosis_of__Acquired_genu_varum
3327,First_diagnosis_of__Acquired_hallux_malleus
3328,First_diagnosis_of__Acquired_hallux_rigidus
3329,First_diagnosis_of__Acquired_hallux_valgus
3330,First_diagnosis_of__Acquired_hallux_varus
3331,First_diagnosis_of__Acquired_hearing_loss
3332,First_diagnosis_of__Acquired_hemolytic_anemia
3333,First_diagnosis_of__Acquired_hemophilia
3334,First_diagnosis_of__Acquired_hydrocephalus
3335,First_diagnosis_of__Acquired_hypermelanotic_disorder
3336,First_diagnosis_of__Acquired_hypertrichosis_lanuginosa
3337,First_diagnosis_of__Acquired_hypertrophic_pyloric_stenosis
3338,First_diagnosis_of__Acquired_hypothyroidism
3339,First_diagnosis_of__Acquired_ichthyosis
3340,First_diagnosis_of__Acquired_internal_femoral_torsion
3341,First_diagnosis_of__Acquired_keratoderma
3342,First_diagnosis_of__Acquired_keratosis_follicularis
3343,First_diagnosis_of__Acquired_kyphosis
3344,First_diagnosis_of__Acquired_lactase_deficiency
3345,First_diagnosis_of__Acquired_language_disorder
3346,First_diagnosis_of__Acquired_laryngeal_stenosis
3347,First_diagnosis_of__Acquired_lordosis
3348,First_diagnosis_of__Acquired_musculoskeletal_deformity
3349,First_diagnosis_of__Acquired_nasolacrimal_duct_obstruction
3350,First_diagnosis_of__Acquired_night_blindness
3351,First_diagnosis_of__Acquired_palmoplantar_keratoderma
3352,First_diagnosis_of__Acquired_pancytopenia
3353,First_diagnosis_of__Acquired_periventricular_cyst
3354,First_diagnosis_of__Acquired_periventricular_cysts_of_newborn
3355,First_diagnosis_of__Acquired_plantar_keratoderma
3356,First_diagnosis_of__Acquired_platelet_disorder
3357,First_diagnosis_of__Acquired_postural_lordosis
3358,First_diagnosis_of__Acquired_ptosis_of_eyelid
3359,First_diagnosis_of__Acquired_pyloric_constriction
3360,First_diagnosis_of__Acquired_red_cell_aplasia
3361,First_diagnosis_of__Acquired_renal_cystic_disease
3362,First_diagnosis_of__Acquired_scoliosis
3363,First_diagnosis_of__Acquired_sensorineural_hearing_loss
3364,First_diagnosis_of__Acquired_short_Achilles_tendon
3365,First_diagnosis_of__Acquired_skeletal_deformity
3366,First_diagnosis_of__Acquired_spondylolisthesis
3367,First_diagnosis_of__Acquired_stenosis_of_external_ear_canal_secondary_to_inflammation
3368,First_diagnosis_of__Acquired_stenosis_of_external_ear_canal_secondary_to_surgery
3369,First_diagnosis_of__Acquired_stenosis_of_external_ear_canal_secondary_to_trauma
3370,First_diagnosis_of__Acquired_stenosis_of_external_ear_canal
3371,First_diagnosis_of__Acquired_stenosis_of_left_nasolacrimal_duct
3372,First_diagnosis_of__Acquired_stenosis_of_nasolacrimal_duct
3373,First_diagnosis_of__Acquired_stenosis_of_right_nasolacrimal_duct
3374,First_diagnosis_of__Acquired_subglottic_stenosis
3375,First_diagnosis_of__Acquired_syphilis___early_latent
3376,First_diagnosis_of__Acquired_syphilis
3377,First_diagnosis_of__Acquired_thrombocytopenia
3378,First_diagnosis_of__Acquired_torsion_dystonia
3379,First_diagnosis_of__Acquired_tracheal_collapse
3380,First_diagnosis_of__Acquired_trigger_finger
3381,First_diagnosis_of__Acquired_unequal_leg_length
3382,First_diagnosis_of__Acquired_unequal_limb_length
3383,First_diagnosis_of__Acquired_valgus_deformity_of_joint_of_lower_limb
3384,First_diagnosis_of__Acquired_valgus_deformity_of_joint_of_upper_limb
3385,First_diagnosis_of__Acquired_valgus_deformity_of_limb
3386,First_diagnosis_of__Acquired_valgus_deformity_of_wrist
3387,First_diagnosis_of__Acquired_varus_deformity_of_joint_of_lower_limb
3388,First_diagnosis_of__Acquired_varus_deformity_of_joint_of_upper_limb
3389,First_diagnosis_of__Acquired_varus_deformity_of_limb
3390,First_diagnosis_of__Acquired_varus_deformity_of_toe
3391,First_diagnosis_of__Acquired_varus_deformity_of_wrist
3392,First_diagnosis_of__Acquired_ventricular_septal_defect
3393,First_diagnosis_of__Acrocephalosyndactyly
3394,First_diagnosis_of__Acrodermatitis_atrophicans_chronica
3395,First_diagnosis_of__Acrodermatitis_continua_of_Hallopeau
3396,First_diagnosis_of__Acromegaly
3397,First_diagnosis_of__Acrophobia
3398,First_diagnosis_of__ACTH_dependent_Cushing_s_syndrome
3399,First_diagnosis_of__ACTH_hypersecretion
3400,First_diagnosis_of__Actinic_granuloma
3401,First_diagnosis_of__Actinic_keratosis
3402,First_diagnosis_of__Actinic_reticuloid
3403,First_diagnosis_of__Actinomycotic_infection
3404,First_diagnosis_of__Actinomycotic_mycetoma
3405,First_diagnosis_of__Active_cochlear_MÃ_niÃ_re_s_disease
3406,First_diagnosis_of__Active_cochleovestibular_MÃ_niÃ_re_s_disease
3407,First_diagnosis_of__Active_infantile_autism
3408,First_diagnosis_of__Active_MÃ_niÃ_re_s_disease
3409,First_diagnosis_of__Active_rickets
3410,First_diagnosis_of__Active_vestibular_MÃ_niÃ_re_s_disease
3411,First_diagnosis_of__Activity_exercise_pattern
3412,First_diagnosis_of__Acute_abdomen
3413,First_diagnosis_of__Acute_actinic_otitis_externa
3414,First_diagnosis_of__Acute_adrenal_insufficiency
3415,First_diagnosis_of__Acute_alcoholic_intoxication_in_alcoholism
3416,First_diagnosis_of__Acute_alcoholic_intoxication_in_remission__in_alcoholism
3417,First_diagnosis_of__Acute_alcoholic_liver_disease
3418,First_diagnosis_of__Acute_allergic_mucoid_otitis_media
3419,First_diagnosis_of__Acute_allergic_reaction
3420,First_diagnosis_of__Acute_allergic_sanguinous_otitis_media
3421,First_diagnosis_of__Acute_allergic_serous_otitis_media
3422,First_diagnosis_of__Acute_amebiasis
3423,First_diagnosis_of__Acute_amebic_dysentery_without_abscess
3424,First_diagnosis_of__Acute_amebic_dysentery
3425,First_diagnosis_of__Acute_anal_fissure
3426,First_diagnosis_of__Acute_and_chronic_cholecystitis
3427,First_diagnosis_of__Acute_and_fulminating_melioidosis
3428,First_diagnosis_of__Acute_and_subacute_bacterial_endocarditis
3429,First_diagnosis_of__Acute_and_subacute_endocarditis
3430,First_diagnosis_of__Acute_and_subacute_infective_endocarditis_associated_with_another_disorder
3431,First_diagnosis_of__Acute_and_subacute_iridocyclitis
3432,First_diagnosis_of__Acute_angle_closure_glaucoma
3433,First_diagnosis_of__Acute_appendicitis_with_generalized_peritonitis
3434,First_diagnosis_of__Acute_appendicitis_with_localized_peritonitis
3435,First_diagnosis_of__Acute_appendicitis_with_peritoneal_abscess
3436,First_diagnosis_of__Acute_appendicitis_with_peritonitis
3437,First_diagnosis_of__Acute_appendicitis
3438,First_diagnosis_of__Acute_arthritis
3439,First_diagnosis_of__Acute_arthropathy
3440,First_diagnosis_of__Acute_asthma
3441,First_diagnosis_of__Acute_atopic_conjunctivitis
3442,First_diagnosis_of__Acute_bacterial_bronchitis
3443,First_diagnosis_of__Acute_bacterial_endocarditis
3444,First_diagnosis_of__Acute_blepharitis
3445,First_diagnosis_of__Acute_blistering_eruption_of_skin
3446,First_diagnosis_of__Acute_bowel_infarction
3447,First_diagnosis_of__Acute_bronchiolitis_due_to_respiratory_syncytial_virus
3448,First_diagnosis_of__Acute_bronchiolitis
3449,First_diagnosis_of__Acute_bronchitis_due_to_rhinovirus
3450,First_diagnosis_of__Acute_bronchitis
3451,First_diagnosis_of__Acute_bronchospasm
3452,First_diagnosis_of__Acute_bulbar_poliomyelitis_due_to_Human_poliovirus_1
3453,First_diagnosis_of__Acute_cerebral_ischemia
3454,First_diagnosis_of__Acute_cerebrovascular_insufficiency
3455,First_diagnosis_of__Acute_cervicitis
3456,First_diagnosis_of__Acute_Chagas__disease_with_heart_involvement
3457,First_diagnosis_of__Acute_Chagas__disease
3458,First_diagnosis_of__Acute_Chagas_disease_without_heart_involvement
3459,First_diagnosis_of__Acute_chemical_otitis_externa
3460,First_diagnosis_of__Acute_chest_syndrome
3461,First_diagnosis_of__Acute_cholangitis
3462,First_diagnosis_of__Acute_cholecystitis_due_to_biliary_calculus
3463,First_diagnosis_of__Acute_cholecystitis
3464,First_diagnosis_of__Acute_coccidioidomycosis
3465,First_diagnosis_of__Acute_combined_systolic_and_diastolic_heart_failure
3466,First_diagnosis_of__Acute_congestive_heart_failure
3467,First_diagnosis_of__Acute_conjunctivitis_due_to_chemical
3468,First_diagnosis_of__Acute_conjunctivitis
3469,First_diagnosis_of__Acute_contact_otitis_externa
3470,First_diagnosis_of__Acute_cor_pulmonale
3471,First_diagnosis_of__Acute_coronary_artery_occlusion_not_resulting_in_myocardial_infarction
3472,First_diagnosis_of__Acute_coxsackievirus_bronchitis
3473,First_diagnosis_of__Acute_cystitis
3474,First_diagnosis_of__Acute_dacryoadenitis
3475,First_diagnosis_of__Acute_dacryocystitis
3476,First_diagnosis_of__Acute_deep_vein_thrombosis_of_lower_limb
3477,First_diagnosis_of__Acute_deep_venous_thrombosis_of_axillary_vein
3478,First_diagnosis_of__Acute_deep_venous_thrombosis_of_femoral_vein
3479,First_diagnosis_of__Acute_deep_venous_thrombosis_of_internal_jugular_vein
3480,First_diagnosis_of__Acute_deep_venous_thrombosis_of_popliteal_vein
3481,First_diagnosis_of__Acute_deep_venous_thrombosis_of_tibial_vein
3482,First_diagnosis_of__Acute_deep_venous_thrombosis_of_upper_extremity
3483,First_diagnosis_of__Acute_deep_venous_thrombosis
3484,First_diagnosis_of__Acute_dermatitis
3485,First_diagnosis_of__Acute_diastolic_heart_failure
3486,First_diagnosis_of__Acute_digestive_system_disorder
3487,First_diagnosis_of__Acute_dilatation_of_stomach
3488,First_diagnosis_of__Acute_disease_of_bone
3489,First_diagnosis_of__Acute_disease_of_cardiovascular_system
3490,First_diagnosis_of__Acute_disease_of_eye
3491,First_diagnosis_of__Acute_disease_of_lymphatic_vessel
3492,First_diagnosis_of__Acute_disease_of_musculoskeletal_system
3493,First_diagnosis_of__Acute_disease_of_orbit
3494,First_diagnosis_of__Acute_disorder_of_ear
3495,First_diagnosis_of__Acute_disorder_of_female_genital_organ
3496,First_diagnosis_of__Acute_disorder_of_male_genital_organ
3497,First_diagnosis_of__Acute_disseminated_encephalomyelitis_following_infectious_disease
3498,First_diagnosis_of__Acute_disseminated_encephalomyelitis
3499,First_diagnosis_of__Acute_drug_induced_interstitial_lung_disorder
3500,First_diagnosis_of__Acute_drug_intoxication
3501,First_diagnosis_of__Acute_duodenal_ulcer_with_hemorrhage__with_perforation_AND_with_obstruction
3502,First_diagnosis_of__Acute_duodenal_ulcer_with_hemorrhage_AND_obstruction
3503,First_diagnosis_of__Acute_duodenal_ulcer_with_hemorrhage_AND_perforation
3504,First_diagnosis_of__Acute_duodenal_ulcer_with_hemorrhage_AND_with_perforation_but_without_obstruction
3505,First_diagnosis_of__Acute_duodenal_ulcer_with_hemorrhage_but_without_obstruction
3506,First_diagnosis_of__Acute_duodenal_ulcer_with_hemorrhage
3507,First_diagnosis_of__Acute_duodenal_ulcer_with_obstruction
3508,First_diagnosis_of__Acute_duodenal_ulcer_with_perforation_AND_obstruction
3509,First_diagnosis_of__Acute_duodenal_ulcer_with_perforation_but_without_obstruction
3510,First_diagnosis_of__Acute_duodenal_ulcer_with_perforation
3511,First_diagnosis_of__Acute_duodenal_ulcer_without_hemorrhage__without_perforation_AND_without_obstruction
3512,First_diagnosis_of__Acute_duodenal_ulcer_without_hemorrhage_AND_without_perforation_but_with_obstruction
3513,First_diagnosis_of__Acute_duodenal_ulcer_without_hemorrhage_AND_without_perforation
3514,First_diagnosis_of__Acute_duodenal_ulcer
3515,First_diagnosis_of__Acute_echovirus_bronchitis
3516,First_diagnosis_of__Acute_eczema
3517,First_diagnosis_of__Acute_eczematoid_otitis_externa
3518,First_diagnosis_of__Acute_edema
3519,First_diagnosis_of__Acute_effect_of_ultraviolet_radiation_on_normal_skin
3520,First_diagnosis_of__Acute_endocarditis
3521,First_diagnosis_of__Acute_endometritis
3522,First_diagnosis_of__Acute_endophthalmitis
3523,First_diagnosis_of__Acute_epidemic_conjunctivitis
3524,First_diagnosis_of__Acute_epididymitis
3525,First_diagnosis_of__Acute_epiglottitis_with_obstruction
3526,First_diagnosis_of__Acute_epiglottitis_without_obstruction
3527,First_diagnosis_of__Acute_epiglottitis
3528,First_diagnosis_of__Acute_eruption_of_skin
3529,First_diagnosis_of__Acute_erythema
3530,First_diagnosis_of__Acute_erythematous_eruption_of_skin
3531,First_diagnosis_of__Acute_esophagitis
3532,First_diagnosis_of__Acute_ethmoidal_sinusitis
3533,First_diagnosis_of__Acute_eustachian_tube_salpingitis
3534,First_diagnosis_of__Acute_exacerbation_of_allergic_asthma
3535,First_diagnosis_of__Acute_exacerbation_of_asthma
3536,First_diagnosis_of__Acute_exacerbation_of_bronchiectasis
3537,First_diagnosis_of__Acute_exacerbation_of_chronic_bronchitis
3538,First_diagnosis_of__Acute_exacerbation_of_chronic_catatonic_schizophrenia
3539,First_diagnosis_of__Acute_exacerbation_of_chronic_congestive_heart_failure
3540,First_diagnosis_of__Acute_exacerbation_of_chronic_latent_schizophrenia
3541,First_diagnosis_of__Acute_exacerbation_of_chronic_obstructive_airways_disease_with_asthma
3542,First_diagnosis_of__Acute_exacerbation_of_chronic_obstructive_airways_disease
3543,First_diagnosis_of__Acute_exacerbation_of_chronic_obstructive_bronchitis
3544,First_diagnosis_of__Acute_exacerbation_of_chronic_paranoid_schizophrenia
3545,First_diagnosis_of__Acute_exacerbation_of_chronic_schizoaffective_schizophrenia
3546,First_diagnosis_of__Acute_exacerbation_of_chronic_schizophrenia
3547,First_diagnosis_of__Acute_exacerbation_of_intrinsic_asthma
3548,First_diagnosis_of__Acute_exacerbation_of_mild_persistent_asthma
3549,First_diagnosis_of__Acute_exacerbation_of_moderate_persistent_asthma
3550,First_diagnosis_of__Acute_exacerbation_of_subchronic_catatonic_schizophrenia
3551,First_diagnosis_of__Acute_exacerbation_of_subchronic_latent_schizophrenia
3552,First_diagnosis_of__Acute_exacerbation_of_subchronic_paranoid_schizophrenia
3553,First_diagnosis_of__Acute_exacerbation_of_subchronic_schizoaffective_schizophrenia
3554,First_diagnosis_of__Acute_febrile_mucocutaneous_lymph_node_syndrome
3555,First_diagnosis_of__Acute_febrile_neutrophilic_dermatosis
3556,First_diagnosis_of__Acute_flaccid_paralysis
3557,First_diagnosis_of__Acute_follicular_conjunctivitis
3558,First_diagnosis_of__Acute_frontal_sinusitis
3559,First_diagnosis_of__Acute_gangrenous_appendicitis
3560,First_diagnosis_of__Acute_gastric_ulcer_with_hemorrhage__with_perforation_and_with_obstruction
3561,First_diagnosis_of__Acute_gastric_ulcer_with_hemorrhage_and_obstruction
3562,First_diagnosis_of__Acute_gastric_ulcer_with_hemorrhage_and_perforation
3563,First_diagnosis_of__Acute_gastric_ulcer_with_hemorrhage_AND_with_perforation_but_without_obstruction
3564,First_diagnosis_of__Acute_gastric_ulcer_with_hemorrhage_but_without_obstruction
3565,First_diagnosis_of__Acute_gastric_ulcer_with_hemorrhage
3566,First_diagnosis_of__Acute_gastric_ulcer_with_obstruction
3567,First_diagnosis_of__Acute_gastric_ulcer_with_perforation_AND_obstruction
3568,First_diagnosis_of__Acute_gastric_ulcer_with_perforation_but_without_obstruction
3569,First_diagnosis_of__Acute_gastric_ulcer_with_perforation
3570,First_diagnosis_of__Acute_gastric_ulcer_without_hemorrhage__without_perforation_AND_without_obstruction
3571,First_diagnosis_of__Acute_gastric_ulcer_without_hemorrhage_AND_without_perforation_but_with_obstruction
3572,First_diagnosis_of__Acute_gastric_ulcer_without_hemorrhage_AND_without_perforation
3573,First_diagnosis_of__Acute_gastric_ulcer
3574,First_diagnosis_of__Acute_gastritis
3575,First_diagnosis_of__Acute_gastrointestinal_hemorrhage
3576,First_diagnosis_of__Acute_gastrojejunal_ulcer_with_hemorrhage__with_perforation_and_with_obstruction
