COHORT_DEFINITION_ID,COHORT_NAME,fileName,cohortId,cohortName
739902,SARS_COV_2__COVID_19__vaccine__vector_non_replicating,SARS_COV_2__COVID_19__vaccine__vector_non_replicating.sql,412,SARS_COV_2__COVID_19__vaccine__vector_non_replicating
980867,clioquinol,clioquinol.sql,413,clioquinol
1353011,dexrazoxane,dexrazoxane.sql,414,dexrazoxane
19029488,diosmin,diosmin.sql,415,diosmin
793843,glecaprevir,glecaprevir.sql,416,glecaprevir
739471,relugolix,relugolix.sql,417,relugolix
19079390,zinc_picolinate,zinc_picolinate.sql,418,zinc_picolinate
42709324,vitamin_D3,vitamin_D3.sql,419,vitamin_D3
782043,isoflurane,isoflurane.sql,420,isoflurane
46221696,daclatasvir,daclatasvir.sql,421,daclatasvir
836654,tacrine,tacrine.sql,422,tacrine
19124981,mannose,mannose.sql,423,mannose
1510202,miglitol,miglitol.sql,424,miglitol
1373225,perindopril,perindopril.sql,425,perindopril
1593861,niraparib,niraparib.sql,426,niraparib
37498659,Lumateperone,Lumateperone.sql,427,Lumateperone
45775782,eliglustat,eliglustat.sql,428,eliglustat
914244,undecylenate,undecylenate.sql,429,undecylenate
1543112,lutropin_alfa,lutropin_alfa.sql,430,lutropin_alfa
529212,human_bovine_reassortant_rotavirus_strain_G3_vaccine,human_bovine_reassortant_rotavirus_strain_G3_vaccine.sql,431,human_bovine_reassortant_rotavirus_strain_G3_vaccine
1145379,ergotamine,ergotamine.sql,432,ergotamine
35200139,tildrakizumab,tildrakizumab.sql,433,tildrakizumab
19068900,mycophenolate,mycophenolate.sql,434,mycophenolate
19027015,dihydrotachysterol,dihydrotachysterol.sql,435,dihydrotachysterol
19011034,citrate,citrate.sql,436,citrate
953391,propantheline,propantheline.sql,437,propantheline
702133,asciminib,asciminib.sql,438,asciminib
1510483,avatrombopag,avatrombopag.sql,439,avatrombopag
921956,sinecatechins,sinecatechins.sql,440,sinecatechins
40241937,vemurafenib,vemurafenib.sql,441,vemurafenib
19036638,royal_jelly,royal_jelly.sql,442,royal_jelly
1345205,ergonovine,ergonovine.sql,443,ergonovine
1758886,tebentafusp,tebentafusp.sql,444,tebentafusp
1145515,Neisseria_meningitidis_serogroup_W_135_capsular_polysaccharide_tetanus_toxoid_protein_conjugate_vaccine,Neisseria_meningitidis_serogroup_W_135_capsular_polysaccharide_tetanus_toxoid_protein_conjugate_vaccine.sql,445,Neisseria_meningitidis_serogroup_W_135_capsular_polysaccharide_tetanus_toxoid_protein_conjugate_vaccine
35602783,factor_IX_complex,factor_IX_complex.sql,446,factor_IX_complex
46287445,flibanserin,flibanserin.sql,447,flibanserin
702407,ropeginterferon_alfa_2b,ropeginterferon_alfa_2b.sql,448,ropeginterferon_alfa_2b
1763339,rimantadine,rimantadine.sql,449,rimantadine
943852,xylometazoline,xylometazoline.sql,450,xylometazoline
35200953,omadacycline,omadacycline.sql,451,omadacycline
1362225,reserpine,reserpine.sql,452,reserpine
1146077,inebilizumab,inebilizumab.sql,453,inebilizumab
903031,tiopronin,tiopronin.sql,454,tiopronin
35200146,Sambucus_nigra_flower_oil,Sambucus_nigra_flower_oil.sql,455,Sambucus_nigra_flower_oil
19024227,methacholine,methacholine.sql,456,methacholine
40230597,ceftaroline,ceftaroline.sql,457,ceftaroline
1139216,bromodiphenhydramine,bromodiphenhydramine.sql,458,bromodiphenhydramine
1236493,sulfinpyrazone,sulfinpyrazone.sql,459,sulfinpyrazone
1315656,Astragalus_preparation,Astragalus_preparation.sql,460,Astragalus_preparation
40168303,levoleucovorin,levoleucovorin.sql,461,levoleucovorin
42898711,chlorine,chlorine.sql,462,chlorine
43012233,citral,citral.sql,463,citral
19055783,zinc_aspartate,zinc_aspartate.sql,464,zinc_aspartate
19066894,silicones,silicones.sql,465,silicones
1368823,altretamine,altretamine.sql,466,altretamine
702661,mephenytoin,mephenytoin.sql,467,mephenytoin
43532433,kojic_acid,kojic_acid.sql,468,kojic_acid
19011082,cystine,cystine.sql,469,cystine
46275498,broccoli_seed_oil,broccoli_seed_oil.sql,470,broccoli_seed_oil
40168938,ecallantide,ecallantide.sql,471,ecallantide
19137377,thimerosal,thimerosal.sql,472,thimerosal
42903736,propylene,propylene.sql,473,propylene
42899722,Sanguinaria_canadensis_extract,Sanguinaria_canadensis_extract.sql,474,Sanguinaria_canadensis_extract
43532032,maleate,maleate.sql,475,maleate
1598658,clofibrate,clofibrate.sql,476,clofibrate
35200844,Lycium_barbarum_root_bark_extract,Lycium_barbarum_root_bark_extract.sql,477,Lycium_barbarum_root_bark_extract
1392182,grape_seed_extract,grape_seed_extract.sql,478,grape_seed_extract
778711,cyclobenzaprine,cyclobenzaprine.sql,479,cyclobenzaprine
933724,phenazopyridine,phenazopyridine.sql,480,phenazopyridine
939506,sodium_bicarbonate,sodium_bicarbonate.sql,481,sodium_bicarbonate
1153428,fexofenadine,fexofenadine.sql,482,fexofenadine
782211,entacapone,entacapone.sql,483,entacapone
966991,simethicone,simethicone.sql,484,simethicone
1777806,ceftriaxone,ceftriaxone.sql,485,ceftriaxone
1308216,lisinopril,lisinopril.sql,486,lisinopril
37002765,pralsetinib,pralsetinib.sql,487,pralsetinib
19015802,lercanidipine,lercanidipine.sql,488,lercanidipine
19020477,nitrogen,nitrogen.sql,489,nitrogen
19086939,gamma_linolenate,gamma_linolenate.sql,490,gamma_linolenate
935529,benoxinate,benoxinate.sql,491,benoxinate
19106100,factor_XIII,factor_XIII.sql,492,factor_XIII
42898184,1_3_butylene_glycol,1_3_butylene_glycol.sql,493,1_3_butylene_glycol
42904298,ocriplasmin,ocriplasmin.sql,494,ocriplasmin
42903923,cotton_fiber_extract,cotton_fiber_extract.sql,495,cotton_fiber_extract
904639,trichlormethiazide,trichlormethiazide.sql,496,trichlormethiazide
903963,triamcinolone,triamcinolone.sql,497,triamcinolone
907879,miconazole,miconazole.sql,498,miconazole
1705674,trimethoprim,trimethoprim.sql,499,trimethoprim
19022596,diatrizoate,diatrizoate.sql,500,diatrizoate
528986,Streptococcus_pneumoniae_serotype_14_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_14_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,501,Streptococcus_pneumoniae_serotype_14_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
752061,prochlorperazine,prochlorperazine.sql,502,prochlorperazine
1136422,levocetirizine,levocetirizine.sql,503,levocetirizine
1551099,prednisone,prednisone.sql,504,prednisone
46275999,influenza_B_virus_antigen,influenza_B_virus_antigen.sql,505,influenza_B_virus_antigen
930916,diphenoxylate,diphenoxylate.sql,506,diphenoxylate
1124300,diclofenac,diclofenac.sql,507,diclofenac
1526475,ezetimibe,ezetimibe.sql,508,ezetimibe
1545958,atorvastatin,atorvastatin.sql,509,atorvastatin
19027475,potassium_sulfate,potassium_sulfate.sql,510,potassium_sulfate
19080985,iohexol,iohexol.sql,511,iohexol
40163680,Streptococcus_pneumoniae_type_18C_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_18C_capsular_polysaccharide_antigen.sql,512,Streptococcus_pneumoniae_type_18C_capsular_polysaccharide_antigen
732893,bupivacaine,bupivacaine.sql,513,bupivacaine
948582,polymyxin_B,polymyxin_B.sql,514,polymyxin_B
1340128,captopril,captopril.sql,515,captopril
932745,bumetanide,bumetanide.sql,516,bumetanide
1036228,sucralfate,sucralfate.sql,517,sucralfate
1105775,aminophylline,aminophylline.sql,518,aminophylline
1196677,formoterol,formoterol.sql,519,formoterol
1383925,isosorbide_dinitrate,isosorbide_dinitrate.sql,520,isosorbide_dinitrate
19078092,sodium_gluconate,sodium_gluconate.sql,521,sodium_gluconate
743670,venlafaxine,venlafaxine.sql,522,venlafaxine
1134439,caffeine,caffeine.sql,523,caffeine
908730,magnesium_trisilicate,magnesium_trisilicate.sql,524,magnesium_trisilicate
19028106,isopropyl_alcohol,isopropyl_alcohol.sql,525,isopropyl_alcohol
1308368,midodrine,midodrine.sql,526,midodrine
529303,diphtheria_toxoid_vaccine__inactivated,diphtheria_toxoid_vaccine__inactivated.sql,527,diphtheria_toxoid_vaccine__inactivated
528323,hepatitis_B_surface_antigen_vaccine,hepatitis_B_surface_antigen_vaccine.sql,528,hepatitis_B_surface_antigen_vaccine
19010970,vitamin_B_complex,vitamin_B_complex.sql,529,vitamin_B_complex
1325608,pegfilgrastim,pegfilgrastim.sql,530,pegfilgrastim
19078126,sodium_polystyrene_sulfonate,sodium_polystyrene_sulfonate.sql,531,sodium_polystyrene_sulfonate
19058572,calcium_citrate,calcium_citrate.sql,532,calcium_citrate
967562,loteprednol_etabonate,loteprednol_etabonate.sql,533,loteprednol_etabonate
1321341,norepinephrine,norepinephrine.sql,534,norepinephrine
1344905,carboplatin,carboplatin.sql,535,carboplatin
1344992,iloprost,iloprost.sql,536,iloprost
19037596,acetylcarnitine,acetylcarnitine.sql,537,acetylcarnitine
1736971,abacavir,abacavir.sql,538,abacavir
1782521,isoniazid,isoniazid.sql,539,isoniazid
978577,mineral_oil__light,mineral_oil__light.sql,540,mineral_oil__light
905151,alclometasone,alclometasone.sql,541,alclometasone
40234834,vilazodone,vilazodone.sql,542,vilazodone
711452,benzoate,benzoate.sql,543,benzoate
713192,fosphenytoin,fosphenytoin.sql,544,fosphenytoin
1636780,testosterone,testosterone.sql,545,testosterone
46275677,cangrelor,cangrelor.sql,546,cangrelor
44506794,bazedoxifene,bazedoxifene.sql,547,bazedoxifene
35605744,daratumumab,daratumumab.sql,548,daratumumab
986790,azelate,azelate.sql,549,azelate
37497593,diroximel_fumarate,diroximel_fumarate.sql,550,diroximel_fumarate
42873639,aclidinium,aclidinium.sql,551,aclidinium
40235485,azilsartan,azilsartan.sql,552,azilsartan
1345858,pindolol,pindolol.sql,553,pindolol
950933,castor_oil,castor_oil.sql,554,castor_oil
929698,boric_acid,boric_acid.sql,555,boric_acid
966282,selenium,selenium.sql,556,selenium
19059817,pyridoxal,pyridoxal.sql,557,pyridoxal
1351935,factor_IX,factor_IX.sql,558,factor_IX
45892477,L1_protein__human_papillomavirus_type_52_vaccine,L1_protein__human_papillomavirus_type_52_vaccine.sql,559,L1_protein__human_papillomavirus_type_52_vaccine
523283,poliovirus_vaccine_inactivated__type_1__Mahoney_,poliovirus_vaccine_inactivated__type_1__Mahoney_.sql,560,poliovirus_vaccine_inactivated__type_1__Mahoney_
958396,butenafine,butenafine.sql,561,butenafine
1436650,mercaptopurine,mercaptopurine.sql,562,mercaptopurine
1389885,red_yeast_rice,red_yeast_rice.sql,563,red_yeast_rice
1337068,ambrisentan,ambrisentan.sql,564,ambrisentan
735843,natalizumab,natalizumab.sql,565,natalizumab
1560104,elagolix,elagolix.sql,566,elagolix
19036797,tolvaptan,tolvaptan.sql,567,tolvaptan
702004,ioflupane,ioflupane.sql,568,ioflupane
1151422,probenecid,probenecid.sql,569,probenecid
767410,lithium_citrate,lithium_citrate.sql,570,lithium_citrate
1197677,clemastine,clemastine.sql,571,clemastine
1103374,valdecoxib,valdecoxib.sql,572,valdecoxib
35200881,sarecycline,sarecycline.sql,573,sarecycline
724816,oxazepam,oxazepam.sql,574,oxazepam
941577,tetrahydrozoline,tetrahydrozoline.sql,575,tetrahydrozoline
19037401,calcium_phosphate,calcium_phosphate.sql,576,calcium_phosphate
37499009,bempedoic_acid,bempedoic_acid.sql,577,bempedoic_acid
1354118,epoprostenol,epoprostenol.sql,578,epoprostenol
1146810,piroxicam,piroxicam.sql,579,piroxicam
1308432,sargramostim,sargramostim.sql,580,sargramostim
19100347,Monascus_purpureus_West,Monascus_purpureus_West.sql,581,Monascus_purpureus_West
40238188,ipilimumab,ipilimumab.sql,582,ipilimumab
1335301,phenoxybenzamine,phenoxybenzamine.sql,583,phenoxybenzamine
1750461,praziquantel,praziquantel.sql,584,praziquantel
42628962,pimavanserin,pimavanserin.sql,585,pimavanserin
793846,neratinib,neratinib.sql,586,neratinib
937725,bismuth_subgallate,bismuth_subgallate.sql,587,bismuth_subgallate
19035569,calcifediol,calcifediol.sql,588,calcifediol
1755112,flucytosine,flucytosine.sql,589,flucytosine
1361291,darolutamide,darolutamide.sql,590,darolutamide
916282,olsalazine,olsalazine.sql,591,olsalazine
19010955,cysteine,cysteine.sql,592,cysteine
43012263,dodecyl_sulfate,dodecyl_sulfate.sql,593,dodecyl_sulfate
1593456,Withania_somnifera_whole_extract,Withania_somnifera_whole_extract.sql,594,Withania_somnifera_whole_extract
40241606,American_house_dust_mite_allergenic_extract,American_house_dust_mite_allergenic_extract.sql,595,American_house_dust_mite_allergenic_extract
37496558,istradefylline,istradefylline.sql,596,istradefylline
35602981,idarucizumab,idarucizumab.sql,597,idarucizumab
941052,alitretinoin,alitretinoin.sql,598,alitretinoin
1145637,capmatinib,capmatinib.sql,599,capmatinib
963973,macimorelin,macimorelin.sql,600,macimorelin
19100985,panitumumab,panitumumab.sql,601,panitumumab
19038562,palifermin,palifermin.sql,602,palifermin
1366549,celery_seed_oil,celery_seed_oil.sql,603,celery_seed_oil
739665,vericiguat,vericiguat.sql,604,vericiguat
37002368,tafasitamab,tafasitamab.sql,605,tafasitamab
19087208,lactose,lactose.sql,606,lactose
42900448,olive_oil,olive_oil.sql,607,olive_oil
35200163,patisiran,patisiran.sql,608,patisiran
1389502,phytosterol_esters,phytosterol_esters.sql,609,phytosterol_esters
40168385,romidepsin,romidepsin.sql,610,romidepsin
1397059,valerian_root_extract,valerian_root_extract.sql,611,valerian_root_extract
781705,isocarboxazid,isocarboxazid.sql,612,isocarboxazid
19096743,bee_pollen,bee_pollen.sql,613,bee_pollen
919839,Arnica_extract,Arnica_extract.sql,614,Arnica_extract
702685,mephobarbital,mephobarbital.sql,615,mephobarbital
19018384,4_aminobenzoic_acid,4_aminobenzoic_acid.sql,616,4_aminobenzoic_acid
45776670,belinostat,belinostat.sql,617,belinostat
929542,acetohydroxamic_acid,acetohydroxamic_acid.sql,618,acetohydroxamic_acid
19005918,borage_oil,borage_oil.sql,619,borage_oil
1391440,Pygeum_africanum_preparation,Pygeum_africanum_preparation.sql,620,Pygeum_africanum_preparation
910888,cysteamine,cysteamine.sql,621,cysteamine
19037035,benzylpenicilloyl_polylysine,benzylpenicilloyl_polylysine.sql,622,benzylpenicilloyl_polylysine
942691,triethanolamine,triethanolamine.sql,623,triethanolamine
40175841,cherry_allergenic_extract,cherry_allergenic_extract.sql,624,cherry_allergenic_extract
40237613,adenovirus_type_4_vaccine_live,adenovirus_type_4_vaccine_live.sql,625,adenovirus_type_4_vaccine_live
37498969,isatuximab,isatuximab.sql,626,isatuximab
1355650,emapalumab,emapalumab.sql,627,emapalumab
1789521,charcoal,charcoal.sql,628,charcoal
36026750,tivozanib,tivozanib.sql,629,tivozanib
40238052,vandetanib,vandetanib.sql,630,vandetanib
46221662,human_colostrum,human_colostrum.sql,631,human_colostrum
19052896,deoxycholate,deoxycholate.sql,632,deoxycholate
1724827,zalcitabine,zalcitabine.sql,633,zalcitabine
44818493,coagulation_factor_IX_recombinant_immunoglobulin_G1_fusion_protein,coagulation_factor_IX_recombinant_immunoglobulin_G1_fusion_protein.sql,634,coagulation_factor_IX_recombinant_immunoglobulin_G1_fusion_protein
19122139,butyrate,butyrate.sql,635,butyrate
42898988,FD_C_red_40_lake,FD_C_red_40_lake.sql,636,FD_C_red_40_lake
19026710,capreomycin,capreomycin.sql,637,capreomycin
19066891,silicon,silicon.sql,638,silicon
1356361,tagraxofusp,tagraxofusp.sql,639,tagraxofusp
40235242,6_O_palmitoylascorbic_acid,6_O_palmitoylascorbic_acid.sql,640,6_O_palmitoylascorbic_acid
19080406,anti_inhibitor_coagulant_complex,anti_inhibitor_coagulant_complex.sql,641,anti_inhibitor_coagulant_complex
37498137,golodirsen,golodirsen.sql,642,golodirsen
35604402,hemp,hemp.sql,643,hemp
19032614,acetone,acetone.sql,644,acetone
19025198,pinaverium,pinaverium.sql,645,pinaverium
950637,tacrolimus,tacrolimus.sql,646,tacrolimus
989878,lidocaine,lidocaine.sql,647,lidocaine
528990,Streptococcus_pneumoniae_serotype_19F_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_19F_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,648,Streptococcus_pneumoniae_serotype_19F_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
529044,Streptococcus_pneumoniae_serotype_4_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_4_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,649,Streptococcus_pneumoniae_serotype_4_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
998415,clobetasol,clobetasol.sql,650,clobetasol
1383815,isosorbide,isosorbide.sql,651,isosorbide
40174018,Streptococcus_pneumoniae_serotype_5_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_5_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,652,Streptococcus_pneumoniae_serotype_5_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
924566,tamsulosin,tamsulosin.sql,653,tamsulosin
40163696,Streptococcus_pneumoniae_type_33F_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_33F_capsular_polysaccharide_antigen.sql,654,Streptococcus_pneumoniae_type_33F_capsular_polysaccharide_antigen
1174888,hydrocodone,hydrocodone.sql,655,hydrocodone
1310149,warfarin,warfarin.sql,656,warfarin
42904205,tofacitinib,tofacitinib.sql,657,tofacitinib
1551860,pravastatin,pravastatin.sql,658,pravastatin
1395773,iron_sucrose,iron_sucrose.sql,659,iron_sucrose
745466,valproate,valproate.sql,660,valproate
757352,eszopiclone,eszopiclone.sql,661,eszopiclone
981774,adapalene,adapalene.sql,662,adapalene
1549786,ethinyl_estradiol,ethinyl_estradiol.sql,663,ethinyl_estradiol
934075,azelastine,azelastine.sql,664,azelastine
1110727,cyproheptadine,cyproheptadine.sql,665,cyproheptadine
1114220,naloxone,naloxone.sql,666,naloxone
1347384,irbesartan,irbesartan.sql,667,irbesartan
996541,fluocinolone,fluocinolone.sql,668,fluocinolone
1331270,dipyridamole,dipyridamole.sql,669,dipyridamole
1746940,erythromycin,erythromycin.sql,670,erythromycin
949279,carboxymethylcellulose,carboxymethylcellulose.sql,671,carboxymethylcellulose
961145,glycerin,glycerin.sql,672,glycerin
40244266,aflibercept,aflibercept.sql,673,aflibercept
1547504,rosiglitazone,rosiglitazone.sql,674,rosiglitazone
950435,citric_acid,citric_acid.sql,675,citric_acid
35605594,fosaprepitant,fosaprepitant.sql,676,fosaprepitant
717607,desvenlafaxine,desvenlafaxine.sql,677,desvenlafaxine
45776867,Bifidobacterium_animalis,Bifidobacterium_animalis.sql,678,Bifidobacterium_animalis
1703069,emtricitabine,emtricitabine.sql,679,emtricitabine
794852,chlorpromazine,chlorpromazine.sql,680,chlorpromazine
1310317,cyclophosphamide,cyclophosphamide.sql,681,cyclophosphamide
1111220,arformoterol,arformoterol.sql,682,arformoterol
902251,hypromellose,hypromellose.sql,683,hypromellose
1319156,dextran_70,dextran_70.sql,684,dextran_70
35200800,galcanezumab,galcanezumab.sql,685,galcanezumab
45775080,efinaconazole,efinaconazole.sql,686,efinaconazole
964407,salicylic_acid,salicylic_acid.sql,687,salicylic_acid
1510417,cannabidiol,cannabidiol.sql,688,cannabidiol
37497998,cenobamate,cenobamate.sql,689,cenobamate
785649,ketamine,ketamine.sql,690,ketamine
1348265,anastrozole,anastrozole.sql,691,anastrozole
19007652,gadobenate,gadobenate.sql,692,gadobenate
40239216,linagliptin,linagliptin.sql,693,linagliptin
19012565,mycophenolic_acid,mycophenolic_acid.sql,694,mycophenolic_acid
532272,measles_virus_vaccine_live__Enders__attenuated_Edmonston_strain,measles_virus_vaccine_live__Enders__attenuated_Edmonston_strain.sql,695,measles_virus_vaccine_live__Enders__attenuated_Edmonston_strain
19017390,indigotindisulfonate,indigotindisulfonate.sql,696,indigotindisulfonate
42874212,elvitegravir,elvitegravir.sql,697,elvitegravir
43560385,dolutegravir,dolutegravir.sql,698,dolutegravir
1593457,ocrelizumab,ocrelizumab.sql,699,ocrelizumab
1400498,iron_carbonyl,iron_carbonyl.sql,700,iron_carbonyl
529118,Haemophilus_influenzae_type_b__capsular_polysaccharide_inactivated_tetanus_toxoid_conjugate_vaccine,Haemophilus_influenzae_type_b__capsular_polysaccharide_inactivated_tetanus_toxoid_conjugate_vaccine.sql,701,Haemophilus_influenzae_type_b__capsular_polysaccharide_inactivated_tetanus_toxoid_conjugate_vaccine
958999,carbamide_peroxide,carbamide_peroxide.sql,702,carbamide_peroxide
19000726,thymol,thymol.sql,703,thymol
1156378,flurbiprofen,flurbiprofen.sql,704,flurbiprofen
1774470,cefotaxime,cefotaxime.sql,705,cefotaxime
1778262,imipenem,imipenem.sql,706,imipenem
19020994,nitroprusside,nitroprusside.sql,707,nitroprusside
731533,dexmethylphenidate,dexmethylphenidate.sql,708,dexmethylphenidate
1537655,salmon_calcitonin,salmon_calcitonin.sql,709,salmon_calcitonin
19052736,proline,proline.sql,710,proline
1195492,etodolac,etodolac.sql,711,etodolac
757627,galantamine,galantamine.sql,712,galantamine
19000498,mefloquine,mefloquine.sql,713,mefloquine
19015523,bendamustine,bendamustine.sql,714,bendamustine
922976,Peruvian_balsam,Peruvian_balsam.sql,715,Peruvian_balsam
1381661,iron_dextran_complex,iron_dextran_complex.sql,716,iron_dextran_complex
836877,tetrabenazine,tetrabenazine.sql,717,tetrabenazine
790253,clorazepate,clorazepate.sql,718,clorazepate
19073229,cupric_oxide,cupric_oxide.sql,719,cupric_oxide
19087063,eicosapentaenoate,eicosapentaenoate.sql,720,eicosapentaenoate
1588712,follicle_stimulating_hormone,follicle_stimulating_hormone.sql,721,follicle_stimulating_hormone
45892476,L1_protein__human_papillomavirus_type_45_vaccine,L1_protein__human_papillomavirus_type_45_vaccine.sql,722,L1_protein__human_papillomavirus_type_45_vaccine
40244464,ruxolitinib,ruxolitinib.sql,723,ruxolitinib
906902,Limosilactobacillus_reuteri,Limosilactobacillus_reuteri.sql,724,Limosilactobacillus_reuteri
40225716,resveratrol,resveratrol.sql,725,resveratrol
37003201,bamlanivimab,bamlanivimab.sql,726,bamlanivimab
44507580,macitentan,macitentan.sql,727,macitentan
1760039,pyrimethamine,pyrimethamine.sql,728,pyrimethamine
1763779,griseofulvin,griseofulvin.sql,729,griseofulvin
1776430,hydrogen_peroxide,hydrogen_peroxide.sql,730,hydrogen_peroxide
794147,maprotiline,maprotiline.sql,731,maprotiline
42801108,protein_C,protein_C.sql,732,protein_C
46221507,avibactam,avibactam.sql,733,avibactam
19059741,phosphatidylserine,phosphatidylserine.sql,734,phosphatidylserine
928110,prednicarbate,prednicarbate.sql,735,prednicarbate
19086712,peppermint_oil,peppermint_oil.sql,736,peppermint_oil
530007,Haemophilus_influenzae_b__Ross_strain__capsular_polysaccharide_meningococcal_protein_conjugate_vaccine,Haemophilus_influenzae_b__Ross_strain__capsular_polysaccharide_meningococcal_protein_conjugate_vaccine.sql,737,Haemophilus_influenzae_b__Ross_strain__capsular_polysaccharide_meningococcal_protein_conjugate_vaccine
19090229,insulin__prompt_zinc__beef_pork,insulin__prompt_zinc__beef_pork.sql,738,insulin__prompt_zinc__beef_pork
44785066,sucroferric_oxyhydroxide,sucroferric_oxyhydroxide.sql,739,sucroferric_oxyhydroxide
42899259,gallium,gallium.sql,740,gallium
44818489,ramucirumab,ramucirumab.sql,741,ramucirumab
19086759,cephalothin,cephalothin.sql,742,cephalothin
19071967,creatine,creatine.sql,743,creatine
1718111,vonicog_alfa,vonicog_alfa.sql,744,vonicog_alfa
40167582,ofatumumab,ofatumumab.sql,745,ofatumumab
19095786,ferric_subsulfate_solution,ferric_subsulfate_solution.sql,746,ferric_subsulfate_solution
1333357,busulfan,busulfan.sql,747,busulfan
1307310,cinnamon_preparation,cinnamon_preparation.sql,748,cinnamon_preparation
905273,methyclothiazide,methyclothiazide.sql,749,methyclothiazide
1756524,formaldehyde,formaldehyde.sql,750,formaldehyde
35201105,baloxavir_marboxil,baloxavir_marboxil.sql,751,baloxavir_marboxil
1436169,antithrombin_III,antithrombin_III.sql,752,antithrombin_III
19038464,soy_protein_isolate,soy_protein_isolate.sql,753,soy_protein_isolate
1153928,fenoprofen,fenoprofen.sql,754,fenoprofen
1539954,phenylbutyrate,phenylbutyrate.sql,755,phenylbutyrate
42898675,Bacillus_subtilis,Bacillus_subtilis.sql,756,Bacillus_subtilis
37497705,luspatercept,luspatercept.sql,757,luspatercept
42898356,Arnica_montana_flower_extract,Arnica_montana_flower_extract.sql,758,Arnica_montana_flower_extract
42900551,xanthan_gum,xanthan_gum.sql,759,xanthan_gum
19011031,pregnenolone,pregnenolone.sql,760,pregnenolone
1389112,Echinacea_preparation,Echinacea_preparation.sql,761,Echinacea_preparation
19020068,nitric_oxide,nitric_oxide.sql,762,nitric_oxide
19066563,fructooligosaccharide,fructooligosaccharide.sql,763,fructooligosaccharide
19047598,Japanese_encephalitis_virus_vaccine__inactivated,Japanese_encephalitis_virus_vaccine__inactivated.sql,764,Japanese_encephalitis_virus_vaccine__inactivated
19060400,quinacrine,quinacrine.sql,765,quinacrine
40161669,canakinumab,canakinumab.sql,766,canakinumab
19071833,Arnica_montana_extract,Arnica_montana_extract.sql,767,Arnica_montana_extract
19024365,ornithine,ornithine.sql,768,ornithine
706644,tubocurarine,tubocurarine.sql,769,tubocurarine
967496,lodoxamide,lodoxamide.sql,770,lodoxamide
907553,levocabastine,levocabastine.sql,771,levocabastine
1346686,eprosartan,eprosartan.sql,772,eprosartan
1525746,agalsidase_beta,agalsidase_beta.sql,773,agalsidase_beta
731188,quazepam,quazepam.sql,774,quazepam
19041843,carbocysteine,carbocysteine.sql,775,carbocysteine
1307515,urokinase,urokinase.sql,776,urokinase
35200783,cemiplimab,cemiplimab.sql,777,cemiplimab
19070929,gamma_linoleic_acid,gamma_linoleic_acid.sql,778,gamma_linoleic_acid
19004578,cider_vinegar,cider_vinegar.sql,779,cider_vinegar
19091430,idursulfase,idursulfase.sql,780,idursulfase
19077457,sermorelin,sermorelin.sql,781,sermorelin
40230159,corn_starch,corn_starch.sql,782,corn_starch
1507558,nafarelin,nafarelin.sql,783,nafarelin
19052447,chenodeoxycholate,chenodeoxycholate.sql,784,chenodeoxycholate
42899326,magnesium_silicate,magnesium_silicate.sql,785,magnesium_silicate
42900341,aloe_vera_leaf_extract,aloe_vera_leaf_extract.sql,786,aloe_vera_leaf_extract
43012198,carnosine,carnosine.sql,787,carnosine
42800246,taliglucerase_alfa,taliglucerase_alfa.sql,788,taliglucerase_alfa
19070954,hawthorn_berry,hawthorn_berry.sql,789,hawthorn_berry
1594034,durvalumab,durvalumab.sql,790,durvalumab
19079014,stinging_nettle_extract,stinging_nettle_extract.sql,791,stinging_nettle_extract
1592954,delafloxacin,delafloxacin.sql,792,delafloxacin
19007803,lofexidine,lofexidine.sql,793,lofexidine
1515417,urofollitropin,urofollitropin.sql,794,urofollitropin
19071835,Chelidonium_majus_extract,Chelidonium_majus_extract.sql,795,Chelidonium_majus_extract
42898489,Bryonia_alba_root_extract,Bryonia_alba_root_extract.sql,796,Bryonia_alba_root_extract
42899353,Mandragora_officinarum_root_extract,Mandragora_officinarum_root_extract.sql,797,Mandragora_officinarum_root_extract
42903571,triheptanoin,triheptanoin.sql,798,triheptanoin
37497314,brolucizumab,brolucizumab.sql,799,brolucizumab
42903865,DL_lactic_acid,DL_lactic_acid.sql,800,DL_lactic_acid
19019317,pantethine,pantethine.sql,801,pantethine
19056874,dexketoprofen,dexketoprofen.sql,802,dexketoprofen
